"choice_id","monster_id","skill_id","target_skill_id","choice_group","sort_order","title","description_text","skill_icon_path","skill_effect_prefab_path","damage_multiplier","base_damage_bonus","cooldown_multiplier","magazine_bonus","additional_projectile_bonus","pierce_bonus","reload_time_multiplier","shot_interval_multiplier","burst_damage_projectile_index","burst_damage_multiplier","follow_up_projectile_count","follow_up_projectile_delay_seconds","follow_up_projectile_damage_multiplier","radius_multiplier","radius_bonus","duration_multiplier","duration_bonus","damage_delay_multiplier","branch_chance_bonus","branch_chance_set","branch_count","branch_damage_multiplier","branch_search_radius","branch_launch_period","branch_launch_chance_set","status_tag","hit_target_count_bonus","crit_chance_bonus","crit_damage_bonus","status_chance_bonus","status_stacks_bonus","status_stacks_set","status_element_damage_taken_bonus","status_critical_damage_taken_bonus","max_health_bonus","beam_width_bonus","runtime_support_state","runtime_support_notes","status_ailment_resistance_bonus","count_status_id","count_target_side","damage_multiplier_per_count","count_max","status_conditional_source_status_id","status_conditional_damage_taken_bonus","status_duration_bonus_status_id","status_duration_bonus","threshold_status_id","threshold_status_min_stacks","threshold_apply_status_id","status_max_stacks_bonus_status_id","status_max_stacks_bonus","conditional_damage_multiplier","conditional_target_status_id","conditional_target_status_min_stacks","on_hit_additional_damage_chance","on_hit_additional_damage_multiplier","on_hit_additional_damage_attribute","on_hit_additional_damage_target","on_hit_chain_hit_period","on_hit_chain_target_count","on_hit_chain_search_radius","on_hit_chain_damage_multiplier","on_hit_chain_damage_attribute","on_hit_additional_damage_visual","knockback_distance_multiplier","reload_reduce_target_skill_id","reload_reduce_seconds_per_hit","execute_health_ratio_bonus","execute_crit_chance_bonus","boss_damage_multiplier","kill_cooldown_refund_ratio_bonus","kill_resets_cooldown","kill_resets_cooldown_requires_execute","core_hitbox_name","core_damage_multiplier","core_on_hit_additional_damage_chance","core_on_hit_additional_damage_multiplier","core_on_hit_additional_damage_attribute","hit_count_cooldown_refund_target_skill_id","hit_count_cooldown_refund_min_targets","hit_count_cooldown_refund_ratio","consecutive_hit_bonus_rate","consecutive_hit_max"
"vega-h-trait-2","vega","vega-h","","PassiveEnhancement","1","특성 2","몰살 허가 중 모든 아군의 공격력 +8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","몰살 허가 중 모든 아군의 공격력 +8% -> ally/global effect unsupported","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-h-trait-3","vega","vega-h","","PassiveEnhancement","2","특성 3","몰살 허가 중 모든 아군이 이름표식 대상에게 주는 피해 +10%","","","1.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","몰살 허가 중 모든 아군이 이름표식 대상에게 주는 피해 +10% -> damage_multiplier unsupported for runtime_kind=Buff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-i-trait-1","vega","vega-i","","PassiveEnhancement","0","특성 1","모든 아군 범위 피해 증가량 +7%","","","1.07","","","","","","","","","","","","","1.07","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-i-trait-2","vega","vega-i","vega-d","PassiveEnhancement","1","특성 2","효과 지속시간 +2초","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-i-trait-3","vega","vega-i","","PassiveEnhancement","2","특성 3","이름표식 10스택 이상 대상은 모든 아군 범위 피해를 추가로 +10% 받음","","","1.1","","","","","","","","","","","","","1.1","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-j-trait-1","vega","vega-j","","PassiveEnhancement","0","특성 1","최종선고 처치 시 모든 아군 쿨타임 충전 +10%","","","","","1.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","최종선고 처치 시 모든 아군 쿨타임 충전 +10% -> cooldown_multiplier unsupported for runtime_kind=Execute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-j-trait-2","vega","vega-j","","PassiveEnhancement","1","특성 2","최종선고 대상이 생존할 때 모든 아군 피해 증가량 +5%","","","1.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","최종선고 대상이 생존할 때 모든 아군 피해 증가량 +5% -> damage_multiplier unsupported for runtime_kind=Execute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-j-trait-3","vega","vega-j","","PassiveEnhancement","2","특성 3","최종선고로 적을 처치하면 검은 명부 개방 쿨타임 20% 감소","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","최종선고로 적을 처치하면 검은 명부 개방 쿨타임 20% 감소 -> no supported numeric/runtime mapping found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-a-trait-1","eve","eve-a","eve-a","ActiveEnhancement","0","특성 1","탄창 수 +4, 위력 +20%","","","1.2","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Arc Bolt trait 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-a-trait-2","eve","eve-a","eve-a","ActiveEnhancement","1","특성 2","재장전 속도 +30%, 관통 수 +1","","","","","","","","1","0.76923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DerivedFromReference","Reference numeric effect mapped into unified choice CSV. | legacy: Arc Bolt trait 2.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-a-trait-3","eve","eve-a","eve-a","ActiveEnhancement","2","특성 3","추가 투사체 수 +1, 재장전 시간 +20%","","","","","","","1","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Arc Bolt trait 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-a-trait-4","eve","eve-a","eve-a","ActiveEnhancement","3","특성 4","추가 투사체 수 +2, 발사 속도 -25%","","","","","","","2","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DerivedFromReference","Reference numeric effect mapped into unified choice CSV. | legacy: Arc Bolt trait 4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-a-trait-5","eve","eve-a","eve-a","ActiveEnhancement","4","특성 5","위력 +25%, 갈래 확률 +35%","","","1.25","","","","","","","","","","","","","","","","","","0.35","","2","0.7","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Arc Bolt trait 5.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-a-master-1","eve","eve-a","eve-a","ActiveMaster","0","분기 회로","갈래 확률 +60%, 위력 +35%, 탄창 수 +2","","","1.35","","","2","","","","","","","","","","","","","","","0.6","","2","0.7","4.5","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Branch Circuit.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-a-master-2","eve","eve-a","eve-a","ActiveMaster","1","과충전 일제사격","관통 수 +2, 추가 투사체 수 +2, 발사 속도 -20%, 위력 +45%, 적중 시 감전 2스택","","","1.45","","","","2","2","","1.2","","","","","","","","","","","","","","","","","","媛먯쟾","","","","","","2","","","","","DerivedFromReference","Reference numeric effect mapped into unified choice CSV. | legacy: Overcharged Barrage.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-b-trait-1","eve","eve-b","eve-b","ActiveEnhancement","0","특성 1","위력 +25%, 피해 주기 속도 +25%","","","1.25","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Prism Ray trait 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-b-trait-2","eve","eve-b","eve-b","ActiveEnhancement","1","특성 2","위력 +30%, 광선 폭 +30%","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Prism Ray trait 2.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-b-trait-3","eve","eve-b","eve-b","ActiveEnhancement","2","특성 3","충전 속도 +35%, 지속시간 +15%","","","","","0.74074074","","","","","","","","","","","","","1.15","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Charge speed is normalized to cooldown multiplier x0.74074074, and duration +15% stays on the shared duration multiplier path. | legacy: Prism Ray trait 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-b-trait-4","eve","eve-b","eve-b","ActiveEnhancement","3","특성 4","위력 +100%, 지속시간 -50%","","","2","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Prism Ray trait 4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-b-trait-5","eve","eve-b","eve-b","ActiveEnhancement","4","특성 5","충전 속도 +30%, 피해 주기 속도 +20%","","","1.2","","0.76923077","","","","","0.83333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Charge speed is normalized to cooldown multiplier x0.76923077, while tick speed +20% stays on shot_interval_multiplier x0.83333. | legacy: Prism Ray trait 5.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-b-master-1","eve","eve-b","eve-b","ActiveMaster","0","초집중 레이","지속시간 -45%, 위력 +75%, 피해 주기 속도 +75%","","","1.75","","","","","","","0.57143","","","","","","","","0.55","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Focused Ray.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-b-master-2","eve","eve-b","eve-b","ActiveMaster","1","분해 스펙트럼","프리즘 레이에 맞은 적의 번개 저항과 얼음 저항이 5초 동안 10 감소","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Implemented by two shared Beam OnHit status effect rows: one lowers Lightning resistance by 10 for 5s and the other lowers Ice resistance by 10 for 5s, each applied once per target per beam cast.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-c-trait-1","eve","eve-c","eve-c","ActiveEnhancement","0","특성 1","범위 +25%, 지속시간 +15%","","","","","","","","","","","","","","","","1.25","","1.15","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Frost Field trait 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-c-trait-2","eve","eve-c","eve-c","ActiveEnhancement","1","특성 2","피해 주기 속도 +25%, 추위 부여량 +1","","","1.25","","","","","","","0.8","","","","","","","","","","","","","","","","","","異붿쐞","","","","","1","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Frost Field trait 2.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-c-trait-3","eve","eve-c","eve-c","ActiveEnhancement","2","특성 3","위력 +30%, 쿨다운 -15%","","","1.3","","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Cooldown -15% is normalized to cooldown multiplier x0.85 on the shared snapshot path. | legacy: Frost Field trait 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-c-trait-4","eve","eve-c","eve-c","ActiveEnhancement","3","특성 4","범위 -20%, 위력 +80%","","","1.8","","","","","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Frost Field trait 4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-c-trait-5","eve","eve-c","eve-c","ActiveEnhancement","4","특성 5","빙결 지속시간 +1.0초, 얼음 피해 +20%","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Trait 5 adds Ice damage +20% and freeze-only duration bonus +1s through the shared choice status-duration path. | legacy: Frost Field trait 5.","","","","","","","","freeze","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-c-master-1","eve","eve-c","eve-c","ActiveMaster","0","절대영도 구역","추위 4스택 이상 적을 즉시 빙결, 빙결 지속시간 +1.5초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Master 1 now uses the shared threshold-status rule: chill stacks >= 4 immediately applies freeze, and freeze duration gains +1.5s from the shared targeted status-duration bonus path. | legacy: Absolute Zero Zone.","","","","","","","","freeze","1.5","chill","4","freeze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-c-master-2","eve","eve-c","eve-c","ActiveMaster","1","결정 폭풍","필드 종료 시 범위 안 적에게 `24 + 주문력 * 1.5` 얼음 피해","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Master 2 is authored as an OnExpire damage effect row that fires once from the zone center when Frost Field ends. | legacy: Crystal Storm.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-d-trait-1","eve","eve-d","eve-d","ActiveEnhancement","0","특성 1","범위 +25%, 폭발 반경 +15%","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Static Override trait 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-d-trait-2","eve","eve-d","eve-d","ActiveEnhancement","1","특성 2","스택당 피해 증가 +15%","","","1.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Static Override trait 2.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-d-trait-3","eve","eve-d","eve-d","ActiveEnhancement","2","특성 3","쿨다운 -20%, 위력 +15%","","","1.15","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","cooldown_multiplier=0.8 and damage_multiplier=1.15 are now shared runtime fields. | legacy: Static Override trait 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-d-trait-4","eve","eve-d","eve-d","ActiveEnhancement","3","특성 4","폭발 후 감전 1스택 추가 부여","","","","","","","","","","","","","","","","","","","","","","","","","","","","shock","","","","","1","","","","","","ReferenceDirect","status_tag=shock and status_stacks_bonus=1 add one extra shared shock stack on hit. | legacy: Static Override trait 4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-d-trait-5","eve","eve-d","eve-d","ActiveEnhancement","4","특성 5","감전 3스택 이상 대상 폭발 위력 +50%","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","shock","","","","","3","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV. | legacy: Static Override trait 5.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-d-master-1","eve","eve-d","eve-d","ActiveMaster","0","연쇄 과부하","폭발에 맞은 적이 감전 상태면 추가 폭발 1회 발생, 추가 폭발 피해 50%","","Assets/Prefab/Skill/Eve/Eve_D.prefab","","","","","","","","","","","","","","","","","","","","","1","0.5","0.5","","","shock","","","","","","","","","","","RuntimeImplemented","SingleAttack delayed follow-up uses status_tag=shock, branch_count=1, branch_damage_multiplier=0.5, and branch_search_radius=0.5 as the scoped exception payload for Chain Overload.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-d-master-2","eve","eve-d","eve-d","ActiveMaster","1","전자기 붕괴","폭발 반경 +40%, 감전 스택당 피해 증가 +25%, 쿨다운 +20%","","","1.25","","","","","","","","","","","","","1.4","","","","","","","","","","","","shock","","","","","25","","","","","","PartialRuntimeSupport","쿨다운 +20% -> no supported numeric/runtime mapping found | legacy: Electromagnetic Collapse.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-e-trait-1","eve","eve-e","eve-e","ActiveEnhancement","0","특성 1","탄창 수 +1, 드론 지속시간 +20%","","","","","","1","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","shared AreaAttack magazine/runtime duration path applied. | legacy: Plasma Field trait 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-e-trait-2","eve","eve-e","eve-e","ActiveEnhancement","1","특성 2","공격 주기 속도 +25%, 취약 부여량 +1","","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","vulnerable","","","","","1","","","","","","RuntimeImplemented","shared AreaAttack tick-interval and status-stack path applied. | legacy: Plasma Field trait 2.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-e-trait-3","eve","eve-e","eve-e","ActiveEnhancement","2","특성 3","위력 +30%","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","shared AreaAttack damage multiplier path applied. | legacy: Plasma Field trait 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-e-trait-4","eve","eve-e","eve-e","ActiveEnhancement","3","특성 4","재장전 속도 +30%, 플라즈마 필드 동시 전개 수 +1","","","","","","","","","0.76923","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","RuntimeImplemented","shared AreaAttack reload-time and simultaneous deploy-count path applied. | legacy: Plasma Field trait 4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-e-trait-5","eve","eve-e","eve-e","ActiveEnhancement","4","특성 5","취약 5스택 이상 대상 번개 피해 +40%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","shared AreaAttack conditional target-status damage path applied. | legacy: Plasma Field trait 5.","","","","","","","","","","","","","","","1.4","vulnerable","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-e-master-1","eve","eve-e","eve-e","ActiveMaster","0","감시 드론망","플라즈마 필드 동시 전개 수 +2, 공격 주기 속도 +30%","","","","","","","","","","0.76923","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","RuntimeImplemented","shared AreaAttack simultaneous deploy-count and tick-interval path applied. | legacy: Surveillance Drone Network.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-e-master-2","eve","eve-e","eve-e","ActiveMaster","1","약점 고정","취약 최대 스택 +5, 취약 스택당 받는 치명타 피해 +1% 추가","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","RuntimeImplemented","shared AreaAttack targeted status max-stack and crit-damage-taken override path applied. | legacy: Weakness Lock.","","","","","","","","","","","","","vulnerable","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-f-trait-1","eve","eve-f","","PassiveEnhancement","0","특성 1","보호막 수치 +40%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows add an extra combat-start shield equal to 40% of the base passive shield.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-f-trait-2","eve","eve-f","","PassiveEnhancement","1","특성 2","모든 아군이 감전 대상에게 주는 피해 +6%","","","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows add +6% damage taken on shocked targets.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-f-trait-3","eve","eve-f","","PassiveEnhancement","2","특성 3","보호막이 유지되는 동안 대상의 행동속도 +12%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows grant shielded allies action speed +12% while the passive is learned.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-g-trait-1","eve","eve-g","","PassiveEnhancement","0","특성 1","프리즘 레이 자동 발동 확률 +3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive trigger rows replace the base auto Prism Ray proc chance with 7% while preserving the 1.5 second internal cooldown.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-g-trait-2","eve","eve-g","","PassiveEnhancement","1","특성 2","모든 아군의 번개/얼음 피해 +5%","","","1.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows add +5% Lightning and Ice damage while the passive is learned.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-g-trait-3","eve","eve-g","eve-b","PassiveEnhancement","2","특성 3","프리즘 레이가 보호막 대상에게 300% 추가 피해","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Eve-B snapshot conditional damage multiplier x4 now applies against shielded targets.","","","","","","","","","","","","","","","4","shield","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-h-trait-1","eve","eve-h","","PassiveEnhancement","0","특성 1","모든 아군이 추위/빙결 대상에게 주는 피해 +6%","","","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows add +6% damage taken on chill or freeze targets.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-h-trait-2","eve","eve-h","","PassiveEnhancement","1","특성 2","빙결 지속시간 +1.0초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows extend applied Freeze duration by 1 second.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-h-trait-3","eve","eve-h","","PassiveEnhancement","2","특성 3","빙결 해제 시 `16 + 주문력 * 1.0` 얼음 피해","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive trigger row deals an Ice burst when Freeze expires.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-i-trait-1","eve","eve-i","","PassiveEnhancement","0","특성 1","모든 아군이 감전 대상에게 주는 번개 피해 +8%","","","1.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows add +8% Lightning damage taken on shocked targets.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-i-trait-2","eve","eve-i","","PassiveEnhancement","1","특성 2","감전 5스택 대상의 번개 저항 추가 -6","","","","","","","","","","","","","","","","","","","","","","","","","","","","shock","","","","","5","","","","","","RuntimeImplemented","Passive effect rows add an extra -6 flat Lightning resistance on shock 5-stack targets.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-i-trait-3","eve","eve-i","eve-d","PassiveEnhancement","2","특성 3","스태틱 오버라이드 폭발 반경 +25%","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared SingleAttack radius multiplier path now targets Eve-D directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-j-trait-1","eve","eve-j","","PassiveEnhancement","0","특성 1","모든 아군이 취약 대상에게 주는 피해 +6%","","","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows add +6% damage taken on vulnerable targets.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-j-trait-2","eve","eve-j","","PassiveEnhancement","1","특성 2","취약 대상의 모든 저항 추가 -4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Passive effect rows add an extra -4 flat resistance to all attributes on vulnerable targets.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eve-j-trait-3","eve","eve-j","eve-e","PassiveEnhancement","2","특성 3","플라즈마 필드가 취약 5스택 이상 대상에게 주는 피해 +75%","","","1.75","","","","","","","","","","","","","","","","","","","","","","","","","vulnerable","","","","","5","","","","","","RuntimeImplemented","Shared AreaAttack conditional target-status damage path now targets Eve-E directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
